customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,address,postcode,state,country,property_valuation,Recency,Frequency,Profit,RFM_Score,Category
2531,Brendan,Verbeke,Male,48.0,1981-08-20,Teacher,Property,High Net Worth,N,Yes,8.0,39.0,46 Dawn Way,2340.0,NSW,Australia,5.0,5.0,7.0,3162.3700000000003,11.0,High Potential
1591,Fonz,Jankin,Male,4.0,1976-09-14,Operator,Manufacturing,Mass Customer,N,Yes,14.0,44.0,54 Veith Drive,2073.0,NSW,Australia,12.0,24.0,11.0,5968.91,11.0,High Potential
3060,Milton,Gorini,Male,28.0,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,38.0,44 Northridge Plaza,2166.0,NSW,Australia,8.0,27.0,11.0,5684.7300000000005,11.0,High Potential
1686,Fremont,Trundle,Male,95.0,1980-06-07,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0,40.0,309 Oneill Way,2068.0,NSW,Australia,10.0,21.0,10.0,5672.849999999999,11.0,High Potential
2610,Arliene,Bartolijn,Female,41.0,1954-04-30,Account Coordinator,IT,Mass Customer,N,No,10.0,66.0,1031 Kennedy Way,4507.0,QLD,Australia,7.0,24.0,8.0,5598.91,11.0,High Potential
189,Umberto,Torricella,Male,73.0,1981-07-19,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,39.0,59265 Sullivan Junction,3031.0,VIC,Australia,4.0,3.0,5.0,5329.98,11.0,High Potential
3460,Reinhold,Barthrup,Male,22.0,1999-10-10,Actuary,Financial Services,Mass Customer,N,No,2.0,21.0,33 Almo Terrace,3051.0,VIC,Australia,10.0,23.0,9.0,8321.810000000001,11.0,High Potential
94,Wallache,Simchenko,Male,33.0,1974-07-08,Civil Engineer,Manufacturing,Mass Customer,N,No,21.0,46.0,67234 Transport Hill,2777.0,NSW,Australia,7.0,21.0,7.0,4902.21,11.0,High Potential
254,Barbie,Rubi,Female,98.0,1961-09-22,Information Systems Manager,Retail,Mass Customer,N,No,14.0,59.0,0850 Schmedeman Drive,3580.0,VIC,Australia,1.0,41.0,7.0,6780.95,11.0,High Potential
359,Dulcine,Gauson,Female,2.0,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0,62.0,7 Debs Point,2322.0,NSW,Australia,4.0,8.0,10.0,2921.7599999999998,11.0,High Potential
307,Ruben,Handlin,Male,55.0,1984-08-18,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0,36.0,93 Lawn Park,3152.0,VIC,Australia,9.0,15.0,9.0,3660.95,11.0,High Potential
2698,Nedi,MacClay,Female,19.0,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0,46.0,77196 West Crossing,2166.0,NSW,Australia,8.0,12.0,7.0,3987.6499999999996,11.0,High Potential
2570,Hirsch,Peele,Male,13.0,1977-10-09,Professor,Financial Services,Mass Customer,N,Yes,18.0,43.0,457 Merry Pass,4812.0,QLD,Australia,3.0,27.0,8.0,4420.450000000001,11.0,High Potential
1713,Jennica,Jeeks,Female,89.0,1988-08-11,Teacher,Retail,High Net Worth,N,Yes,21.0,32.0,9 Onsgard Court,3170.0,VIC,Australia,9.0,6.0,7.0,3889.18,11.0,High Potential
142,Bentley,Fortesquieu,Male,57.0,1967-07-08,Quality Engineer,Health,Affluent Customer,N,No,17.0,53.0,68063 Blue Bill Park Center,3058.0,VIC,Australia,9.0,4.0,11.0,3917.3399999999992,11.0,High Potential
1721,Delcine,Hansod,Female,82.0,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,40.0,0 Graedel Drive,4817.0,QLD,Australia,4.0,0.0,7.0,3766.3500000000004,11.0,High Potential
2796,Margette,Vidyapin,Female,52.0,1977-01-11,Web Designer II,Manufacturing,Mass Customer,N,No,9.0,43.0,149 Browning Terrace,2343.0,NSW,Australia,2.0,8.0,7.0,3816.43,11.0,High Potential
2566,Nani,Brilleman,Female,48.0,1996-10-29,Accountant II,Entertainment,Affluent Customer,N,Yes,6.0,24.0,54 Miller Parkway,3041.0,VIC,Australia,8.0,17.0,10.0,3154.7799999999997,11.0,High Potential
2592,Archibaldo,Argrave,Male,84.0,1995-06-19,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1.0,25.0,303 Michigan Avenue,3977.0,VIC,Australia,5.0,37.0,8.0,6490.3,11.0,High Potential
124,Kath,Cunney,Female,27.0,1995-03-05,Administrative Assistant II,Health,High Net Worth,N,Yes,5.0,25.0,739 Elmside Way,3074.0,VIC,Australia,8.0,2.0,7.0,4054.2499999999995,11.0,High Potential
2687,Fabe,Smallbone,Male,67.0,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,58.0,40923 Truax Drive,2208.0,NSW,Australia,10.0,17.0,7.0,3107.24,11.0,High Potential
1627,Vladimir,Morphet,Male,44.0,1961-11-19,Librarian,Entertainment,Affluent Customer,N,No,16.0,59.0,0 Namekagon Circle,3150.0,VIC,Australia,9.0,42.0,8.0,4834.08,11.0,High Potential
2791,Dew,Lavrinov,Male,72.0,1988-12-04,Financial Advisor,Financial Services,Mass Customer,N,No,3.0,32.0,11 Manufacturers Junction,2170.0,NSW,Australia,8.0,14.0,6.0,5887.659999999999,11.0,High Potential
2808,Preston,Tinkham,Male,68.0,2001-06-29,Actuary,Financial Services,Mass Customer,N,Yes,1.0,19.0,1 Elgar Street,2010.0,NSW,Australia,9.0,6.0,5.0,5190.91,11.0,High Potential
318,Libbie,Castelin,Female,21.0,1969-05-19,Programmer III,Retail,Affluent Customer,N,Yes,18.0,51.0,671 American Ash Way,2365.0,NSW,Australia,2.0,9.0,7.0,3632.18,11.0,High Potential
2712,Carissa,Hassent,Female,0.0,1987-06-26,Tax Accountant,Manufacturing,High Net Worth,N,Yes,11.0,33.0,18652 Springs Plaza,2259.0,NSW,Australia,7.0,16.0,6.0,4116.13,11.0,High Potential
1707,Alfonso,Readett,Male,18.0,1994-02-01,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,26.0,78 Colorado Park,4105.0,QLD,Australia,8.0,17.0,8.0,3463.5399999999995,11.0,High Potential
2555,Brad,Tenman,Male,43.0,1976-09-19,Health Coach IV,Health,Affluent Customer,N,No,11.0,44.0,48 Lighthouse Bay Point,2430.0,NSW,Australia,7.0,1.0,5.0,5495.54,11.0,High Potential
312,Garek,Prattin,Male,44.0,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6.0,62.0,252 Mockingbird Plaza,2216.0,NSW,Australia,10.0,13.0,5.0,4570.38,11.0,High Potential
3482,Roch,Rilston,Female,71.0,2000-05-18,Clinical Specialist,Health,Affluent Customer,N,Yes,2.0,20.0,54613 Service Court,4069.0,QLD,Australia,8.0,27.0,8.0,5549.589999999999,11.0,High Potential
1745,Leigha,Clawson,Female,37.0,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,65.0,4216 Annamark Pass,4300.0,QLD,Australia,4.0,5.0,12.0,3164.4700000000003,11.0,High Potential
2684,Erastus,Payley,Male,96.0,1964-03-14,Health Coach IV,Health,Mass Customer,N,Yes,12.0,56.0,111 Hooker Avenue,4860.0,QLD,Australia,2.0,38.0,9.0,6337.400000000001,11.0,High Potential
2717,Frederic,McGown,Male,31.0,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,39.0,6994 Hanson Place,2580.0,NSW,Australia,5.0,23.0,9.0,4465.46,11.0,High Potential
3467,Killy,Spaducci,Male,31.0,1980-05-20,VP Quality Control,IT,Mass Customer,N,No,21.0,40.0,682 Claremont Circle,4350.0,QLD,Australia,6.0,5.0,6.0,5135.0,11.0,High Potential
260,Farand,Marriner,Female,47.0,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,41.0,15 Straubel Way,4680.0,QLD,Australia,2.0,8.0,9.0,3381.41,11.0,High Potential
2723,Morganne,Smitham,Female,71.0,1978-04-20,Associate Professor,Manufacturing,Mass Customer,N,Yes,18.0,42.0,8941 Harbort Point,2148.0,NSW,Australia,9.0,40.0,8.0,6591.0,11.0,High Potential
2601,Morgana,Wardel,Female,48.0,1975-01-18,Software Engineer III,Financial Services,Affluent Customer,N,No,13.0,45.0,9 Cambridge Junction,2315.0,NSW,Australia,7.0,36.0,8.0,4582.12,11.0,High Potential
3077,Emelen,Gillopp,Male,19.0,2000-11-08,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,20.0,25578 Mayfield Drive,2099.0,NSW,Australia,10.0,16.0,7.0,3672.1499999999996,11.0,High Potential
1594,Rolando,Amyes,Male,62.0,1981-11-26,Human Resources Manager,Property,Mass Customer,N,No,7.0,39.0,0 Thackeray Avenue,2100.0,NSW,Australia,10.0,0.0,6.0,4320.299999999999,11.0,High Potential
2572,Sheila,McInulty,Female,30.0,1980-12-30,Engineer III,Financial Services,Mass Customer,N,No,13.0,40.0,711 Summerview Junction,2075.0,NSW,Australia,10.0,20.0,8.0,4558.42,11.0,High Potential
1493,Lisabeth,Fundell,Female,51.0,1987-12-08,Engineer II,Argiculture,High Net Worth,N,No,22.0,33.0,9 Sycamore Pass,2287.0,NSW,Australia,5.0,19.0,10.0,6117.049999999999,11.0,High Potential
2622,Natty,Sisneros,Male,13.0,1979-10-12,Staff Accountant I,Financial Services,Mass Customer,N,No,16.0,41.0,0 Erie Lane,4405.0,QLD,Australia,1.0,16.0,7.0,3800.0299999999997,11.0,High Potential
1579,Madelaine,Siegertsz,Female,40.0,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0,42.0,82 Hanover Avenue,2101.0,NSW,Australia,10.0,40.0,10.0,8102.620000000001,11.0,High Potential
39,Hunfredo,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,N,No,22.0,41.0,38726 Ilene Crossing,2212.0,NSW,Australia,10.0,34.0,12.0,6085.17,11.0,High Potential
13,Gabriele,Norcross,Male,38.0,1955-02-15,Developer I,Financial Services,High Net Worth,N,Yes,8.0,65.0,2 Sutherland Street,3799.0,VIC,Australia,6.0,43.0,7.0,4337.38,11.0,High Potential
2654,Dawn,Yakovitch,Female,83.0,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,No,13.0,43.0,30 Parkside Terrace,2210.0,NSW,Australia,10.0,21.0,9.0,5504.95,11.0,High Potential
1788,Anna-diana,Kurten,Female,79.0,1964-10-08,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0,56.0,67 Hooker Place,2380.0,NSW,Australia,5.0,41.0,9.0,4979.389999999999,11.0,High Potential
2753,Bale,Ney,Male,26.0,1985-12-02,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,35.0,744 Hazelcrest Way,2155.0,NSW,Australia,9.0,23.0,11.0,5203.18,11.0,High Potential
1589,Walker,Bartalot,Male,83.0,1989-08-07,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,31.0,78000 Arrowood Center,2775.0,NSW,Australia,9.0,11.0,6.0,6738.66,11.0,High Potential
3112,Terri,Gornal,Male,41.0,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1.0,19.0,944 Becker Road,3162.0,VIC,Australia,11.0,11.0,8.0,3035.96,11.0,High Potential
371,Pernell,Favelle,Male,7.0,1954-06-07,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0,66.0,92808 Mallard Terrace,3215.0,VIC,Australia,4.0,9.0,5.0,5004.52,11.0,High Potential
1586,Madelena,Risson,Female,47.0,1985-12-27,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15.0,35.0,256 Fordem Street,2119.0,NSW,Australia,11.0,16.0,6.0,4154.0199999999995,11.0,High Potential
2505,Myrah,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,N,No,3.0,40.0,30 Redwing Pass,2112.0,NSW,Australia,11.0,12.0,9.0,3340.35,11.0,High Potential
1570,Phil,Dodle,Female,70.0,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,25.0,97910 Leroy Junction,2073.0,NSW,Australia,12.0,28.0,9.0,5321.299999999999,11.0,High Potential
1576,Reube,Roscrigg,Male,77.0,1985-10-11,VP Marketing,Financial Services,Mass Customer,N,No,20.0,35.0,3525 Buena Vista Plaza,2120.0,NSW,Australia,9.0,37.0,7.0,4521.35,11.0,High Potential
1577,Diannne,Teager,Female,87.0,1976-08-09,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,44.0,6 Hallows Pass,2118.0,NSW,Australia,11.0,12.0,7.0,3677.0,11.0,High Potential
374,Valdemar,MacCoughen,Male,81.0,1992-01-22,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0,28.0,1823 Judy Center,3165.0,VIC,Australia,10.0,13.0,6.0,5271.75,11.0,High Potential
29,Mona,Sancraft,Female,62.0,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,52.0,9 Buell Park,4116.0,QLD,Australia,7.0,20.0,9.0,6175.299999999999,11.0,High Potential
2770,Olvan,Loadwick,Male,24.0,1977-01-30,VP Quality Control,Manufacturing,High Net Worth,N,Yes,13.0,43.0,3 Buena Vista Crossing,2444.0,NSW,Australia,6.0,22.0,9.0,10028.800000000001,11.0,High Potential
220,Jeniffer,Apark,Female,79.0,1954-10-05,Electrical Engineer,Manufacturing,High Net Worth,N,No,9.0,66.0,7 Pankratz Point,3011.0,VIC,Australia,8.0,15.0,6.0,4304.11,11.0,High Potential
213,Lockwood,Exroll,Male,13.0,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6.0,24.0,6327 Lunder Crossing,4655.0,QLD,Australia,4.0,24.0,10.0,7534.4800000000005,11.0,High Potential
3495,Constantine,Frissell,Female,57.0,1987-12-07,Programmer III,Financial Services,High Net Worth,N,No,8.0,33.0,1 Dayton Park,2767.0,NSW,Australia,9.0,13.0,7.0,3847.65,11.0,High Potential
24,Kim,Skpsey,Female,55.0,1977-03-12,Research Assistant I,Argiculture,Mass Customer,N,Yes,15.0,43.0,3 Cordelia Plaza,2153.0,NSW,Australia,10.0,17.0,7.0,3689.35,11.0,High Potential
21,Mile,Cammocke,Male,74.0,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16.0,40.0,18 Jenna Center,2650.0,NSW,Australia,7.0,6.0,5.0,4229.41,11.0,High Potential
380,Teriann,Birdsey,Female,66.0,1956-05-15,Structural Engineer,Property,Mass Customer,N,No,17.0,64.0,24 Scoville Parkway,4670.0,QLD,Australia,1.0,35.0,8.0,6196.16,11.0,High Potential
41,Basilius,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,N,No,16.0,44.0,7188 Cody Way,3350.0,VIC,Australia,9.0,31.0,9.0,4698.89,11.0,High Potential
230,Maegan,Scyone,Female,74.0,1954-06-24,Internal Auditor,Property,High Net Worth,N,No,11.0,66.0,4 5th Point,2075.0,NSW,Australia,11.0,36.0,11.0,5319.630000000001,11.0,High Potential
1787,Tull,Godehard.sf,Male,2.0,1976-11-21,Executive Secretary,Retail,High Net Worth,N,Yes,13.0,44.0,79427 Hudson Trail,3677.0,VIC,Australia,1.0,0.0,6.0,4865.49,11.0,High Potential
1511,Yves,Trehearne,Male,97.0,1990-08-07,Internal Auditor,Financial Services,Mass Customer,N,No,4.0,30.0,8802 Fisk Street,2234.0,NSW,Australia,10.0,16.0,8.0,3037.58,11.0,High Potential
44,Neron,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0,39.0,89314 Eagle Crest Center,4670.0,QLD,Australia,2.0,35.0,7.0,4768.28,11.0,High Potential
3421,Ronalda,McGeechan,Female,60.0,1962-12-17,Computer Systems Analyst II,Health,Affluent Customer,N,Yes,18.0,58.0,8 Garrison Trail,2226.0,NSW,Australia,10.0,33.0,9.0,4255.89,11.0,High Potential
2620,Henderson,Koubek,Male,26.0,1999-04-30,Civil Engineer,Manufacturing,Mass Customer,N,No,1.0,21.0,61 Northfield Pass,2190.0,NSW,Australia,10.0,30.0,8.0,4919.549999999999,11.0,High Potential
2621,Moreen,Zoren,Female,24.0,1974-02-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,15.0,46.0,536 Crowley Crossing,2167.0,NSW,Australia,7.0,9.0,7.0,3235.99,11.0,High Potential
3113,Wenonah,Lethabridge,Female,52.0,1969-06-12,Teacher,Property,Mass Customer,N,Yes,18.0,51.0,904 Doe Crossing Terrace,2194.0,NSW,Australia,7.0,21.0,8.0,4144.86,11.0,High Potential
215,Debera,Foxworthy,Female,37.0,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18.0,46.0,0 Northport Court,4012.0,QLD,Australia,3.0,3.0,8.0,3889.3900000000003,11.0,High Potential
51,Fidelio,Dilke,Male,68.0,1959-05-12,Computer Systems Analyst II,Retail,Mass Customer,N,No,18.0,61.0,4853 Gulseth Avenue,4503.0,QLD,Australia,5.0,28.0,8.0,4855.4,11.0,High Potential
47,Matthew,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,N,No,2.0,28.0,543 Killdeer Park,2322.0,NSW,Australia,4.0,35.0,7.0,4332.1900000000005,11.0,High Potential
2751,Cordell,Coxhell,Male,94.0,1979-07-27,Sales Associate,Retail,High Net Worth,N,Yes,12.0,41.0,25 Ronald Regan Point,4035.0,QLD,Australia,7.0,3.0,8.0,3819.8100000000004,11.0,High Potential
1725,Corena,Postlewhite,Female,80.0,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,41.0,2 Mcguire Terrace,2323.0,NSW,Australia,7.0,26.0,7.0,5576.41,11.0,High Potential
360,Atalanta,Starbucke,Female,64.0,1956-02-04,Staff Scientist,Property,Mass Customer,N,Yes,19.0,64.0,708 Russell Parkway,2530.0,NSW,Australia,7.0,8.0,5.0,5070.23,11.0,High Potential
54,Loralyn,Wonfor,Female,2.0,1966-07-24,Sales Associate,Property,Mass Customer,N,Yes,18.0,54.0,6 Homewood Avenue,2142.0,NSW,Australia,8.0,20.0,7.0,4098.21,11.0,High Potential
363,Sabrina,Caddy,Female,82.0,1988-04-03,Project Manager,Retail,Mass Customer,N,Yes,7.0,32.0,93583 Moland Way,2066.0,NSW,Australia,12.0,14.0,6.0,9458.169999999998,11.0,High Potential
3273,Darline,Alpes,Female,72.0,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42.0,8551 Mayfield Court,3175.0,VIC,Australia,12.0,65.0,7.0,6133.65,10.0,High Potential
156,Shayla,Rimmington,Female,23.0,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41.0,9 Huxley Circle,3191.0,VIC,Australia,11.0,16.0,5.0,3095.3699999999994,10.0,High Potential
2951,Duffy,Godbehere,Male,13.0,1977-09-25,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12.0,43.0,24 Green Parkway,3437.0,VIC,Australia,8.0,56.0,9.0,4729.7300000000005,10.0,High Potential
1957,Gary,Eager,Male,1.0,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4.0,43.0,00969 Gale Way,3108.0,VIC,Australia,10.0,48.0,10.0,5079.910000000001,10.0,High Potential
2686,Cully,Takos,Male,63.0,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0,24.0,16639 Bunting Circle,3174.0,VIC,Australia,8.0,75.0,11.0,6119.73,10.0,High Potential
893,Gibby,Fearnley,Male,97.0,1983-11-09,Geologist I,IT,Mass Customer,N,No,16.0,37.0,1 5th Parkway,2148.0,NSW,Australia,8.0,75.0,7.0,4868.870000000001,10.0,High Potential
776,Stanley,Seven,Male,30.0,1980-09-24,Financial Analyst,Financial Services,High Net Worth,N,No,20.0,40.0,2699 Crest Line Way,4869.0,QLD,Australia,4.0,13.0,9.0,2201.8599999999997,10.0,High Potential
153,Lorilyn,Walshe,Female,73.0,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,43.0,453 Sheridan Street,2747.0,NSW,Australia,8.0,64.0,7.0,5522.51,10.0,High Potential
3183,Craig,Phethean,Male,64.0,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0,46.0,9200 Continental Center,3165.0,VIC,Australia,10.0,11.0,8.0,2059.05,10.0,High Potential
2637,Marcile,Christley,Female,28.0,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,48.0,518 Colorado Trail,2100.0,NSW,Australia,10.0,66.0,11.0,11222.65,10.0,High Potential
2853,Clarence,Flook,Male,65.0,1985-10-21,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,35.0,52 Ruskin Pass,2089.0,NSW,Australia,10.0,81.0,8.0,4610.599999999999,10.0,High Potential
2187,Brunhilde,Kendall,Female,52.0,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0,23.0,6 Dovetail Circle,2200.0,NSW,Australia,9.0,63.0,7.0,5644.17,10.0,High Potential
145,Filippo,Ferrara,Male,33.0,1997-07-21,Account Executive,Financial Services,Mass Customer,N,No,4.0,23.0,7245 Cottonwood Center,2285.0,NSW,Australia,5.0,21.0,7.0,3140.3,10.0,High Potential
2202,Diannne,Neissen,Female,46.0,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8.0,43.0,26049 Straubel Point,2099.0,NSW,Australia,11.0,70.0,10.0,5090.610000000001,10.0,High Potential
1243,Robbert,Blakey,Male,73.0,1953-09-08,Research Assistant II,Retail,Mass Customer,N,No,8.0,67.0,2 Eliot Lane,2155.0,NSW,Australia,11.0,70.0,10.0,5127.430000000001,10.0,High Potential
1602,Shamus,Dennerly,Male,68.0,1979-09-01,Professor,Retail,Mass Customer,N,No,15.0,41.0,978 Valley Edge Park,2777.0,NSW,Australia,9.0,7.0,5.0,4026.12,10.0,High Potential
894,Catie,Kibbey,Female,13.0,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9.0,50.0,7 Meadow Ridge Center,2165.0,NSW,Australia,9.0,19.0,8.0,3564.2699999999995,10.0,High Potential
1254,Quillan,McDuffie,Male,60.0,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,62.0,563 Northport Drive,4701.0,QLD,Australia,1.0,37.0,7.0,3436.5000000000005,10.0,High Potential
147,Rea,Pattrick,Female,32.0,1973-06-12,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10.0,47.0,12375 Cambridge Pass,2065.0,NSW,Australia,11.0,34.0,6.0,5034.16,10.0,High Potential
2955,Stuart,Dutnell,Male,74.0,1990-03-19,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13.0,30.0,7 Blue Bill Park Lane,2765.0,NSW,Australia,9.0,48.0,8.0,4306.13,10.0,High Potential
3296,Leontyne,Jackett,Female,78.0,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0,46.0,85 Carioca Drive,2154.0,NSW,Australia,11.0,64.0,11.0,4920.72,10.0,High Potential
2282,Dominic,Gregoletti,Male,81.0,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0,63.0,953 Del Sol Point,3630.0,VIC,Australia,4.0,14.0,6.0,3131.5100000000007,10.0,High Potential
3300,Quintus,Gouldthorpe,Male,47.0,1961-05-22,Executive Secretary,Retail,Mass Customer,N,No,14.0,59.0,08 Upham Place,2176.0,NSW,Australia,9.0,15.0,6.0,3936.4400000000005,10.0,High Potential
2245,Elsinore,Banbrook,Female,11.0,1980-04-21,Marketing Manager,Argiculture,Mass Customer,N,No,3.0,40.0,863 Crescent Oaks Hill,4215.0,QLD,Australia,1.0,24.0,7.0,3320.78,10.0,High Potential
3166,Bronson,Plowman,Male,96.0,1955-11-05,Social Worker,Health,Mass Customer,N,No,20.0,65.0,1 Glacier Hill Parkway,2017.0,NSW,Australia,8.0,47.0,7.0,5155.63,10.0,High Potential
1937,Renaud,Gahagan,Male,69.0,1974-08-01,Quality Engineer,Health,Mass Customer,N,No,19.0,46.0,698 Old Gate Lane,2619.0,NSW,Australia,3.0,34.0,6.0,4274.78,10.0,High Potential
824,Fleurette,Whardley,Female,97.0,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12.0,43.0,09413 Holmberg Terrace,4127.0,QLD,Australia,3.0,9.0,4.0,4137.780000000001,10.0,High Potential
2932,Bradly,Deboick,Male,4.0,1985-04-18,Account Representative I,IT,Mass Customer,N,No,17.0,35.0,2875 Anhalt Court,4570.0,QLD,Australia,3.0,48.0,10.0,5823.709999999999,10.0,High Potential
2922,Wallache,Tatlow,Male,34.0,1981-10-12,Sales Associate,Manufacturing,Affluent Customer,N,Yes,10.0,39.0,2 Jackson Way,4210.0,QLD,Australia,4.0,1.0,5.0,3257.52,10.0,High Potential
2672,Talbert,Folliss,Male,21.0,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,No,4.0,34.0,8 Eagle Crest Circle,2137.0,NSW,Australia,12.0,15.0,8.0,2415.1600000000008,10.0,High Potential
1617,Jannelle,Ort,Female,97.0,1978-06-07,Compensation Analyst,Financial Services,Affluent Customer,N,No,10.0,42.0,6 Melody Plaza,4215.0,QLD,Australia,8.0,5.0,5.0,2977.19,10.0,High Potential
1595,Kora,Paoli,Female,15.0,1976-02-21,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,11.0,44.0,8 Warrior Avenue,3197.0,VIC,Australia,9.0,55.0,7.0,4891.75,10.0,High Potential
2676,Stinky,Marlen,Male,33.0,1957-01-21,Product Engineer,Retail,Mass Customer,N,Yes,12.0,63.0,1411 Jenifer Center,4670.0,QLD,Australia,3.0,5.0,6.0,2943.8799999999997,10.0,High Potential
2223,Sarita,Georgiev,Female,38.0,1981-01-29,Professor,Health,Mass Customer,N,No,12.0,39.0,2 Michigan Parkway,3006.0,VIC,Australia,5.0,29.0,7.0,3538.4199999999996,10.0,High Potential
172,Hilton,Carney,Male,54.0,1988-12-09,Editor,Manufacturing,Affluent Customer,N,Yes,6.0,32.0,35386 Mockingbird Road,3749.0,VIC,Australia,4.0,11.0,7.0,2348.66,10.0,High Potential
1947,Gretta,Patrone,Female,66.0,1963-11-12,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,57.0,4262 Melvin Avenue,2759.0,NSW,Australia,8.0,35.0,9.0,3974.81,10.0,High Potential
1287,Nicko,Saddleton,Male,72.0,1960-10-23,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20.0,60.0,4081 Veith Lane,4306.0,QLD,Australia,4.0,67.0,7.0,5456.969999999999,10.0,High Potential
2221,Tye,Scottini,Male,80.0,1995-07-11,General Manager,Argiculture,Affluent Customer,N,No,7.0,25.0,48 Laurel Parkway,4017.0,QLD,Australia,5.0,82.0,8.0,4651.259999999999,10.0,High Potential
2279,Garrett,Szymon,Male,42.0,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,41.0,463 Rowland Drive,2066.0,NSW,Australia,9.0,35.0,8.0,4008.76,10.0,High Potential
849,Sylvan,Capper,Male,72.0,1969-09-15,Librarian,Entertainment,Mass Customer,N,No,10.0,51.0,2661 Di Loreto Point,4701.0,QLD,Australia,7.0,22.0,6.0,4284.21,10.0,High Potential
850,Nevin,Hanfrey,Male,79.0,2000-09-24,Clinical Specialist,Health,Mass Customer,N,No,1.0,20.0,036 Kedzie Terrace,2163.0,NSW,Australia,9.0,34.0,8.0,2838.72,10.0,High Potential
1588,Dukey,McCrie,Male,24.0,1983-01-28,Administrative Officer,IT,High Net Worth,N,Yes,7.0,37.0,7032 Hallows Drive,2126.0,NSW,Australia,11.0,32.0,7.0,3628.2599999999998,10.0,High Potential
